,Year,Country,Losses,ISO,Alpha_2,Continent,Zone
60,1931,China,24889233.0,CHN,CN,AS,Subtropical
217,1961,Bangladesh,107874.0,BGD,BD,AS,Subtropical
237,1963,Bangladesh,442400.0,BGD,BD,AS,Subtropical
240,1963,Bahamas (the),13272.0,BHS,BS,NA,Subtropical
250,1964,Bangladesh,2184.0,BGD,BD,AS,Subtropical
251,1964,Bangladesh,43681.0,BGD,BD,AS,Subtropical
268,1965,Bangladesh,496216.0,BGD,BD,AS,Subtropical
272,1965,Bahamas (the),6020.0,BHS,BS,NA,Subtropical
280,1965,Chile,85999.0,CHL,CL,SA,Subtropical
282,1965,China,233213.0,CHN,CN,AS,Subtropical
293,1966,Argentina,250447.0,ARG,AR,SA,Subtropical
297,1966,Bangladesh,187000.0,BGD,BD,AS,Subtropical
298,1966,Bangladesh,8348.0,BGD,BD,AS,Subtropical
299,1966,Bahamas (the),129398.0,BHS,BS,NA,Subtropical
311,1966,Algeria,83482.0,DZA,DZ,AF,Subtropical
322,1967,Argentina,24369.0,ARG,AR,SA,Subtropical
323,1967,Australia,556425.0,AUS,AU,OC,Subtropical
324,1967,Australia,4873798.0,AUS,AU,OC,Subtropical
335,1967,Algeria,24369.0,DZA,DZ,AF,Subtropical
344,1968,Australia,7790.0,AUS,AU,OC,Subtropical
345,1968,Bangladesh,11685.0,BGD,BD,AS,Subtropical
346,1968,Bangladesh,1553369.0,BGD,BD,AS,Subtropical
351,1968,Chile,428462.0,CHL,CL,SA,Subtropical
369,1969,Afghanistan,1477.0,AFG,AF,AS,Subtropical
375,1969,Bangladesh,61524.0,BGD,BD,AS,Subtropical
380,1969,Cyprus,739.0,CYP,CY,AS,Subtropical
381,1969,Algeria,73867.0,DZA,DZ,AF,Subtropical
391,1970,Argentina,174481.0,ARG,AR,SA,Subtropical
392,1970,Australia,505822.0,AUS,AU,OC,Subtropical
394,1970,Bangladesh,603008.0,BGD,BD,AS,Subtropical
396,1970,Bangladesh,174481.0,BGD,BD,AS,Subtropical
423,1971,Australia,133840.0,AUS,AU,OC,Subtropical
424,1971,Australia,797812.0,AUS,AU,OC,Subtropical
430,1971,Chile,16730.0,CHL,CL,SA,Subtropical
467,1973,Australia,433307.0,AUS,AU,OC,Subtropical
479,1973,Algeria,61029.0,DZA,DZ,AF,Subtropical
495,1974,Australia,4396331.0,AUS,AU,OC,Subtropical
496,1974,Australia,1630583.0,AUS,AU,OC,Subtropical
498,1974,Australia,32819.0,AUS,AU,OC,Subtropical
502,1974,Bangladesh,3182944.0,BGD,BD,AS,Subtropical
510,1974,Chile,54954.0,CHL,CL,SA,Subtropical
515,1974,Algeria,164862.0,DZA,DZ,AF,Subtropical
544,1976,Australia,181052.0,AUS,AU,OC,Subtropical
550,1976,Bangladesh,957.0,BGD,BD,AS,Subtropical
580,1977,Australia,9693.0,AUS,AU,OC,Subtropical
584,1977,Bangladesh,223542.0,BGD,BD,AS,Subtropical
597,1977,Chile,30402.0,CHL,CL,SA,Subtropical
604,1977,Greece,125183.0,GRC,GR,EU,Subtropical
615,1978,Afghanistan,216000.0,AFG,AF,AS,Subtropical
618,1978,Australia,4153853.0,AUS,AU,OC,Subtropical
642,1900,United States of America (the),974947.0,USA,US,NA,Subtropical
663,1911,Taiwan (Province of China),580325.0,TWN,TW,AS,Subtropical
665,1912,Japan,560314.0,JPN,JP,AS,Subtropical
667,1913,United States of America (the),5471082.0,USA,US,NA,Subtropical
669,1915,United States of America (the),1603531.0,USA,US,NA,Subtropical
671,1917,Japan,1055137.0,JPN,JP,AS,Subtropical
673,1918,United States of America (the),1797468.0,USA,US,NA,Subtropical
674,1919,United States of America (the),389854.0,USA,US,NA,Subtropical
680,1923,Japan,158683.0,JPN,JP,AS,Subtropical
685,1925,United States of America (the),277499.0,USA,US,NA,Subtropical
690,1926,United States of America (the),1114836.0,USA,US,NA,Subtropical
691,1927,United States of America (the),342414.0,USA,US,NA,Subtropical
697,1928,United States of America (the),393632.0,USA,US,NA,Subtropical
708,1934,Japan,1010517.0,JPN,JP,AS,Subtropical
713,1935,United States of America (the),118319.0,USA,US,NA,Subtropical
718,1936,United States of America (the),409150.0,USA,US,NA,Subtropical
726,1938,United States of America (the),5877339.0,USA,US,NA,Subtropical
742,1944,United States of America (the),1535833.0,USA,US,NA,Subtropical
744,1945,Japan,6007066.0,JPN,JP,AS,Subtropical
749,1947,United States of America (the),1210813.0,USA,US,NA,Subtropical
750,1947,United States of America (the),363244.0,USA,US,NA,Subtropical
782,1951,United States of America (the),1041610.0,USA,US,NA,Subtropical
801,1953,United States of America (the),525469.0,USA,US,NA,Subtropical
803,1954,Iraq,503380.0,IRQ,IQ,AS,Subtropical
814,1954,United States of America (the),4530422.0,USA,US,NA,Subtropical
815,1954,United States of America (the),2828997.0,USA,US,NA,Subtropical
823,1955,Mexico,404810.0,MEX,MX,NA,Subtropical
828,1955,United States of America (the),8420046.0,USA,US,NA,Subtropical
852,1957,United States of America (the),1446887.0,USA,US,NA,Subtropical
859,1958,United States of America (the),4882618.0,USA,US,NA,Subtropical
860,1959,Japan,5577419.0,JPN,JP,AS,Subtropical
866,1959,Mexico,185914.0,MEX,MX,NA,Subtropical
873,1959,Taiwan (Province of China),464785.0,TWN,TW,AS,Subtropical
894,1960,United States of America (the),3545740.0,USA,US,NA,Subtropical
908,1961,United States of America (the),3698544.0,USA,US,NA,Subtropical
950,1964,Korea (the Republic of),8736.0,KOR,KR,AS,Subtropical
954,1964,Pakistan,35819.0,PAK,PK,AS,Subtropical
955,1964,Pakistan,4368.0,PAK,PK,AS,Subtropical
961,1964,Tunisia,26209.0,TUN,TN,AF,Subtropical
963,1964,Turkey,19220.0,TUR,TR,AS,Subtropical
967,1964,United States of America (the),2184066.0,USA,US,NA,Subtropical
970,1965,Jordan,8600.0,JOR,JO,AS,Subtropical
975,1965,Japan,773994.0,JPN,JP,AS,Subtropical
977,1965,Korea (the Republic of),313898.0,KOR,KR,AS,Subtropical
978,1965,Morocco,43000.0,MAR,MA,AF,Subtropical
980,1965,Mexico,68800.0,MEX,MX,NA,Subtropical
991,1965,United States of America (the),1633988.0,USA,US,NA,Subtropical
992,1965,United States of America (the),12211912.0,USA,US,NA,Subtropical
996,1966,Jordan,11688.0,JOR,JO,AS,Subtropical
998,1966,Japan,65951.0,JPN,JP,AS,Subtropical
999,1966,Korea (the Republic of),15862.0,KOR,KR,AS,Subtropical
1003,1966,Mexico,200358.0,MEX,MX,NA,Subtropical
1018,1966,Taiwan (Province of China),144608.0,TWN,TW,AS,Subtropical
1019,1966,United States of America (the),834823.0,USA,US,NA,Subtropical
1023,1967,Iraq,40615.0,IRQ,IQ,AS,Subtropical
1026,1967,Japan,162460.0,JPN,JP,AS,Subtropical
1031,1967,Mexico,1494631.0,MEX,MX,NA,Subtropical
1033,1967,Mexico,4061.0,MEX,MX,NA,Subtropical
1042,1967,Pakistan,22744.0,PAK,PK,AS,Subtropical
1045,1967,Portugal,24369.0,PRT,PT,EU,Subtropical
1047,1967,Syrian Arab Republic,40615.0,SYR,SY,AS,Subtropical
1051,1967,Uruguay,316797.0,URY,UY,SA,Subtropical
1052,1967,United States of America (the),1624599.0,USA,US,NA,Subtropical
1057,1968,Iraq,23371.0,IRQ,IQ,AS,Subtropical
1064,1968,Korea (the Republic of),23371.0,KOR,KR,AS,Subtropical
1066,1968,Lesotho,7790.0,LSO,LS,AF,Subtropical
1074,1968,Nepal,2337.0,NPL,NP,AS,Subtropical
1088,1969,Iraq,14773.0,IRQ,IQ,AS,Subtropical
1091,1969,Korea (the Republic of),165463.0,KOR,KR,AS,Subtropical
1104,1969,Tunisia,738672.0,TUN,TN,AF,Subtropical
1105,1969,Taiwan (Province of China),650032.0,TWN,TW,AS,Subtropical
1107,1969,United States of America (the),10489149.0,USA,US,NA,Subtropical
1115,1970,Korea (the Republic of),35594.0,KOR,KR,AS,Subtropical
1117,1970,Morocco,209378.0,MAR,MA,AF,Subtropical
1138,1970,United States of America (the),1025951.0,USA,US,NA,Subtropical
1139,1970,United States of America (the),3140666.0,USA,US,NA,Subtropical
1140,1970,United States of America (the),697926.0,USA,US,NA,Subtropical
1149,1971,Morocco,669.0,MAR,MA,AF,Subtropical
1168,1972,Korea (the Republic of),471740.0,KOR,KR,AS,Subtropical
1169,1972,Korea (the Republic of),4108.0,KOR,KR,AS,Subtropical
1176,1972,Nepal,64799.0,NPL,NP,AS,Subtropical
1186,1972,United States of America (the),13607882.0,USA,US,NA,Subtropical
1196,1973,Mexico,610292.0,MEX,MX,NA,Subtropical
1197,1973,Pakistan,4037083.0,PAK,PK,AS,Subtropical
1206,1973,Tunisia,30515.0,TUN,TN,AF,Subtropical
1214,1974,Japan,2198166.0,JPN,JP,AS,Subtropical
1231,1974,Syrian Arab Republic,214321.0,SYR,SY,AS,Subtropical
1235,1974,United States of America (the),5495414.0,USA,US,NA,Subtropical
1243,1975,Japan,2542700.0,JPN,JP,AS,Subtropical
1262,1975,United States of America (the),2769278.0,USA,US,NA,Subtropical
1264,1976,Japan,3809210.0,JPN,JP,AS,Subtropical
1265,1976,Japan,190460.0,JPN,JP,AS,Subtropical
1266,1976,Korea (the Republic of),476151.0,KOR,KR,AS,Subtropical
1268,1976,Mexico,476151.0,MEX,MX,NA,Subtropical
1278,1976,Pakistan,2404564.0,PAK,PK,AS,Subtropical
1294,1977,Japan,53650.0,JPN,JP,AS,Subtropical
1296,1977,Korea (the Republic of),89417.0,KOR,KR,AS,Subtropical
1297,1977,Korea (the Republic of),58121.0,KOR,KR,AS,Subtropical
1328,1977,Taiwan (Province of China),1117708.0,TWN,TW,AS,Subtropical
1329,1977,Taiwan (Province of China),4471.0,TWN,TW,AS,Subtropical
1332,1977,United States of America (the),894167.0,USA,US,NA,Subtropical
1334,1977,United States of America (the),12518331.0,USA,US,NA,Subtropical
1335,1978,Nepal,2131.0,NPL,NP,AS,Subtropical
1341,1978,Korea (the Republic of),78923.0,KOR,KR,AS,Subtropical
1342,1978,Korea (the Republic of),1662.0,KOR,KR,AS,Subtropical
1346,1978,Mexico,100939.0,MEX,MX,NA,Subtropical
1360,1978,United States of America (the),415385.0,USA,US,NA,Subtropical
1361,1903,United States of America (the),14443657.0,USA,US,NA,Subtropical
1363,1927,United States of America (the),3580.0,USA,US,NA,Subtropical
1366,1937,United States of America (the),8237398.0,USA,US,NA,Subtropical
1368,1943,United States of America (the),14061733.0,USA,US,NA,Subtropical
1380,1950,United States of America (the),1123728.0,USA,US,NA,Subtropical
1384,1951,United States of America (the),10718165.0,USA,US,NA,Subtropical
1412,1962,United States of America (the),1791535.0,USA,US,NA,Subtropical
1413,1962,United States of America (the),1343651.0,USA,US,NA,Subtropical
1417,1964,United States of America (the),7163735.0,USA,US,NA,Subtropical
1439,1968,United States of America (the),62322.0,USA,US,NA,Subtropical
1443,1968,South Africa,233706.0,ZAF,ZA,AF,Subtropical
1445,1969,United States of America (the),2954690.0,USA,US,NA,Subtropical
1457,1972,United States of America (the),777593.0,USA,US,NA,Subtropical
1462,1973,United States of America (the),305146.0,USA,US,NA,Subtropical
1463,1973,United States of America (the),3051461.0,USA,US,NA,Subtropical
1477,1976,United States of America (the),195222.0,USA,US,NA,Subtropical
1491,1978,Australia,71687.0,AUS,AU,OC,Subtropical
1492,1978,Australia,14339.0,AUS,AU,OC,Subtropical
1503,1979,Australia,116811.0,AUS,AU,OC,Subtropical
1520,1979,Egypt,52271.0,EGY,EG,AF,Subtropical
1538,1980,Bangladesh,493220.0,BGD,BD,AS,Subtropical
1549,1980,China,526101.0,CHN,CN,AS,Subtropical
1569,1981,Australia,33613.0,AUS,AU,OC,Subtropical
1570,1981,Australia,17880869.0,AUS,AU,OC,Subtropical
1583,1981,China,3278159.0,CHN,CN,AS,Subtropical
1584,1981,China,3576174.0,CHN,CN,AS,Subtropical
1607,1982,Australia,34971.0,AUS,AU,OC,Subtropical
1608,1982,Australia,33041.0,AUS,AU,OC,Subtropical
1609,1982,Australia,19274.0,AUS,AU,OC,Subtropical
1648,1983,Argentina,2720579.0,ARG,AR,SA,Subtropical
1649,1983,Argentina,2176463.0,ARG,AR,SA,Subtropical
1651,1983,Australia,1088232.0,AUS,AU,OC,Subtropical
1712,1984,Australia,7825.0,AUS,AU,OC,Subtropical
1755,1985,Bangladesh,125954.0,BGD,BD,AS,Subtropical
1759,1985,Argentina,579390.0,ARG,AR,SA,Subtropical
1760,1985,Argentina,3274812.0,ARG,AR,SA,Subtropical
1761,1985,Australia,307329.0,AUS,AU,OC,Subtropical
1762,1985,Australia,37786.0,AUS,AU,OC,Subtropical
1763,1985,Australia,45769.0,AUS,AU,OC,Subtropical
1773,1985,Bermuda,5038.0,BMU,BM,NA,Subtropical
1787,1985,China,3527.0,CHN,CN,AS,Subtropical
1789,1985,China,881680.0,CHN,CN,AS,Subtropical
1790,1985,China,881680.0,CHN,CN,AS,Subtropical
1792,1985,China,3401.0,CHN,CN,AS,Subtropical
1824,1986,Australia,173051.0,AUS,AU,OC,Subtropical
1825,1986,Australia,126080.0,AUS,AU,OC,Subtropical
1826,1986,Australia,168243.0,AUS,AU,OC,Subtropical
1827,1986,Australia,158713.0,AUS,AU,OC,Subtropical
1834,1986,Bermuda,3708.0,BMU,BM,NA,Subtropical
1844,1986,Chile,42521.0,CHL,CL,SA,Subtropical
1846,1986,China,939422.0,CHN,CN,AS,Subtropical
1847,1986,China,133497.0,CHN,CN,AS,Subtropical
1848,1986,China,2323833.0,CHN,CN,AS,Subtropical
1850,1986,China,123608.0,CHN,CN,AS,Subtropical
1851,1986,China,7911.0,CHN,CN,AS,Subtropical
1852,1986,China,3708244.0,CHN,CN,AS,Subtropical
1853,1986,China,2991.0,CHN,CN,AS,Subtropical
1871,1987,Argentina,238477.0,ARG,AR,SA,Subtropical
1873,1987,Argentina,23848.0,ARG,AR,SA,Subtropical
1874,1987,Bangladesh,786975.0,BGD,BD,AS,Subtropical
1876,1987,Bangladesh,1734921.0,BGD,BD,AS,Subtropical
1877,1987,Bermuda,119239.0,BMU,BM,NA,Subtropical
1888,1987,Chile,422105.0,CHL,CL,SA,Subtropical
1898,1987,China,286173.0,CHN,CN,AS,Subtropical
1900,1987,China,262325.0,CHN,CN,AS,Subtropical
1925,1987,Greece,834670.0,GRC,GR,EU,Subtropical
1933,1988,China,2160472.0,CHN,CN,AS,Subtropical
1935,1988,Afghanistan,595748.0,AFG,AF,AS,Subtropical
1936,1988,Argentina,1122755.0,ARG,AR,SA,Subtropical
1938,1988,Australia,46782.0,AUS,AU,OC,Subtropical
1946,1988,Bangladesh,4896587.0,BGD,BD,AS,Subtropical
1961,1988,China,209987.0,CHN,CN,AS,Subtropical
1962,1988,China,27496.0,CHN,CN,AS,Subtropical
1964,1988,China,1237322.0,CHN,CN,AS,Subtropical
1969,1988,China,2436984.0,CHN,CN,AS,Subtropical
1972,1988,China,586582.0,CHN,CN,AS,Subtropical
1993,1989,Bangladesh,35410.0,BGD,BD,AS,Subtropical
2039,1979,Korea (the Republic of),149346.0,KOR,KR,AS,Subtropical
2063,1979,Portugal,112010.0,PRT,PT,EU,Subtropical
2064,1979,Portugal,7841.0,PRT,PT,EU,Subtropical
2090,1980,Korea (the Republic of),23740.0,KOR,KR,AS,Subtropical
2094,1980,Mexico,286068.0,MEX,MX,NA,Subtropical
2136,1981,Korea (the Republic of),399339.0,KOR,KR,AS,Subtropical
2141,1981,Mexico,119206.0,MEX,MX,NA,Subtropical
2188,1982,Japan,384693.0,JPN,JP,AS,Subtropical
2189,1982,Japan,50544.0,JPN,JP,AS,Subtropical
2190,1982,Japan,160055.0,JPN,JP,AS,Subtropical
2191,1982,Japan,89855.0,JPN,JP,AS,Subtropical
2194,1982,Korea (the Republic of),84239.0,KOR,KR,AS,Subtropical
2201,1982,Mexico,231377.0,MEX,MX,NA,Subtropical
2202,1982,Mexico,321794.0,MEX,MX,NA,Subtropical
2267,1983,Nepal,27206.0,NPL,NP,AS,Subtropical
2287,1983,Portugal,258455.0,PRT,PT,EU,Subtropical
2288,1983,Portugal,258455.0,PRT,PT,EU,Subtropical
2315,1984,Korea (the Republic of),104336.0,KOR,KR,AS,Subtropical
2316,1984,Korea (the Republic of),430387.0,KOR,KR,AS,Subtropical
2356,1985,Japan,250649.0,JPN,JP,AS,Subtropical
2357,1985,Korea (the Republic of),35267.0,KOR,KR,AS,Subtropical
2377,1985,Portugal,239313.0,PRT,PT,EU,Subtropical
2378,1985,Saudi Arabia,1133589.0,SAU,SA,AS,Subtropical
2399,1986,Iran (Islamic Republic of),3859046.0,IRN,IR,AS,Subtropical
2400,1986,Iran (Islamic Republic of),74165.0,IRN,IR,AS,Subtropical
2406,1986,Japan,5438758.0,JPN,JP,AS,Subtropical
2408,1986,Korea (the Republic of),26947.0,KOR,KR,AS,Subtropical
2435,1987,Nepal,227722.0,NPL,NP,AS,Subtropical
2474,1987,Korea (the Republic of),52465.0,KOR,KR,AS,Subtropical
2475,1987,Korea (the Republic of),775051.0,KOR,KR,AS,Subtropical
2476,1987,Korea (the Republic of),476954.0,KOR,KR,AS,Subtropical
2478,1987,Lebanon,23848.0,LBN,LB,AS,Subtropical
2507,1988,Mexico,174142.0,MEX,MX,NA,Subtropical
2528,1988,Iran (Islamic Republic of),343701.0,IRN,IR,AS,Subtropical
2538,1988,Mexico,1375.0,MEX,MX,NA,Subtropical
2540,1988,Mexico,572834.0,MEX,MX,NA,Subtropical
2586,1979,United States of America (the),2053508.0,USA,US,NA,Subtropical
2587,1979,United States of America (the),48537.0,USA,US,NA,Subtropical
2588,1979,United States of America (the),8587395.0,USA,US,NA,Subtropical
2593,1980,United States of America (the),6576268.0,USA,US,NA,Subtropical
2595,1980,United States of America (the),2827795.0,USA,US,NA,Subtropical
2600,1980,Turkey,49322.0,TUR,TR,AS,Subtropical
2601,1980,United States of America (the),98644.0,USA,US,NA,Subtropical
2602,1980,United States of America (the),65763.0,USA,US,NA,Subtropical
2605,1980,United States of America (the),1150847.0,USA,US,NA,Subtropical
2619,1981,United States of America (the),1192058.0,USA,US,NA,Subtropical
2620,1981,United States of America (the),1373847.0,USA,US,NA,Subtropical
2630,1981,South Africa,2980.0,ZAF,ZA,AF,Subtropical
2640,1982,Tunisia,252718.0,TUN,TN,AF,Subtropical
2642,1982,United States of America (the),1403988.0,USA,US,NA,Subtropical
2643,1982,United States of America (the),280798.0,USA,US,NA,Subtropical
2645,1982,United States of America (the),561595.0,USA,US,NA,Subtropical
2646,1982,United States of America (the),645834.0,USA,US,NA,Subtropical
2647,1982,United States of America (the),2807976.0,USA,US,NA,Subtropical
2649,1982,United States of America (the),95190.0,USA,US,NA,Subtropical
2650,1982,United States of America (the),112319.0,USA,US,NA,Subtropical
2651,1982,United States of America (the),117935.0,USA,US,NA,Subtropical
2665,1983,United States of America (the),8161738.0,USA,US,NA,Subtropical
2667,1983,United States of America (the),1428304.0,USA,US,NA,Subtropical
2668,1983,United States of America (the),2720579.0,USA,US,NA,Subtropical
2669,1983,United States of America (the),816174.0,USA,US,NA,Subtropical
2670,1983,United States of America (the),272058.0,USA,US,NA,Subtropical
2671,1983,United States of America (the),353675.0,USA,US,NA,Subtropical
2687,1984,Eswatini,141250.0,SWZ,SZ,AF,Subtropical
2695,1984,United States of America (the),1900483.0,USA,US,NA,Subtropical
2696,1984,United States of America (the),1565042.0,USA,US,NA,Subtropical
2697,1984,United States of America (the),91294.0,USA,US,NA,Subtropical
2698,1984,United States of America (the),2608404.0,USA,US,NA,Subtropical
2699,1984,United States of America (the),78252.0,USA,US,NA,Subtropical
2700,1984,United States of America (the),52168.0,USA,US,NA,Subtropical
2701,1984,United States of America (the),44343.0,USA,US,NA,Subtropical
2702,1984,United States of America (the),91294.0,USA,US,NA,Subtropical
2703,1984,United States of America (the),299966.0,USA,US,NA,Subtropical
2708,1984,United States of America (the),78252.0,USA,US,NA,Subtropical
2712,1984,South Africa,130420.0,ZAF,ZA,AF,Subtropical
2713,1984,South Africa,239973.0,ZAF,ZA,AF,Subtropical
2723,1985,United States of America (the),583420.0,USA,US,NA,Subtropical
2726,1985,United States of America (the),1008.0,USA,US,NA,Subtropical
2727,1985,United States of America (the),30481.0,USA,US,NA,Subtropical
2730,1985,United States of America (the),2770995.0,USA,US,NA,Subtropical
2731,1985,United States of America (the),2267178.0,USA,US,NA,Subtropical
2732,1985,United States of America (the),3778629.0,USA,US,NA,Subtropical
2734,1985,United States of America (the),856489.0,USA,US,NA,Subtropical
2735,1985,United States of America (the),2015269.0,USA,US,NA,Subtropical
2736,1985,United States of America (the),503817.0,USA,US,NA,Subtropical
2737,1985,United States of America (the),25191.0,USA,US,NA,Subtropical
2743,1986,United States of America (the),4326285.0,USA,US,NA,Subtropical
2749,1986,Taiwan (Province of China),1001226.0,TWN,TW,AS,Subtropical
2750,1986,Taiwan (Province of China),197773.0,TWN,TW,AS,Subtropical
2753,1986,United States of America (the),98887.0,USA,US,NA,Subtropical
2756,1986,United States of America (the),74165.0,USA,US,NA,Subtropical
2757,1986,United States of America (the),61804.0,USA,US,NA,Subtropical
2774,1987,United States of America (the),11924.0,USA,US,NA,Subtropical
2776,1987,United States of America (the),274249.0,USA,US,NA,Subtropical
2777,1987,United States of America (the),38156.0,USA,US,NA,Subtropical
2781,1987,United States of America (the),138317.0,USA,US,NA,Subtropical
2782,1987,United States of America (the),23848.0,USA,US,NA,Subtropical
2791,1987,South Africa,1825078.0,ZAF,ZA,AF,Subtropical
2849,1989,Australia,206123.0,AUS,AU,OC,Subtropical
2850,1989,Australia,29751.0,AUS,AU,OC,Subtropical
2868,1989,China,874331.0,CHN,CN,AS,Subtropical
2872,1989,China,1060126.0,CHN,CN,AS,Subtropical
2874,1989,China,6096271.0,CHN,CN,AS,Subtropical
2887,1990,Australia,162177.0,AUS,AU,OC,Subtropical
2888,1990,Australia,405444.0,AUS,AU,OC,Subtropical
2889,1990,Australia,322696.0,AUS,AU,OC,Subtropical
2905,1990,Bangladesh,12443.0,BGD,BD,AS,Subtropical
2922,1990,China,435515.0,CHN,CN,AS,Subtropical
2923,1990,China,695.0,CHN,CN,AS,Subtropical
2925,1990,China,1227737.0,CHN,CN,AS,Subtropical
2926,1990,China,437589.0,CHN,CN,AS,Subtropical
2928,1990,China,33182.0,CHN,CN,AS,Subtropical
2929,1990,China,58069.0,CHN,CN,AS,Subtropical
2930,1990,China,325599.0,CHN,CN,AS,Subtropical
2931,1990,China,172132.0,CHN,CN,AS,Subtropical
2932,1990,China,1426829.0,CHN,CN,AS,Subtropical
2933,1990,China,319378.0,CHN,CN,AS,Subtropical
2934,1990,China,1540893.0,CHN,CN,AS,Subtropical
2954,1991,China,14922150.0,CHN,CN,AS,Subtropical
2957,1991,China,55709.0,CHN,CN,AS,Subtropical
2959,1991,Bangladesh,3541524.0,BGD,BD,AS,Subtropical
2960,1991,Afghanistan,119377.0,AFG,AF,AS,Subtropical
2965,1991,Australia,941090.0,AUS,AU,OC,Subtropical
2966,1991,Australia,3104.0,AUS,AU,OC,Subtropical
2970,1991,Bangladesh,298443.0,BGD,BD,AS,Subtropical
2975,1991,Chile,397924.0,CHL,CL,SA,Subtropical
2976,1991,Chile,11938.0,CHL,CL,SA,Subtropical
2977,1991,China,1054499.0,CHN,CN,AS,Subtropical
2978,1991,China,925830.0,CHN,CN,AS,Subtropical
2979,1991,China,218858.0,CHN,CN,AS,Subtropical
2980,1991,China,233900.0,CHN,CN,AS,Subtropical
2983,1991,China,28093.0,CHN,CN,AS,Subtropical
2984,1991,China,9550.0,CHN,CN,AS,Subtropical
2994,1992,Argentina,482782.0,ARG,AR,SA,Subtropical
2995,1992,China,185388.0,CHN,CN,AS,Subtropical
2996,1992,China,132669.0,CHN,CN,AS,Subtropical
2997,1992,China,173802.0,CHN,CN,AS,Subtropical
2998,1992,Afghanistan,7725.0,AFG,AF,AS,Subtropical
3001,1992,China,212424.0,CHN,CN,AS,Subtropical
3002,1992,China,7145.0,CHN,CN,AS,Subtropical
3004,1992,China,796398.0,CHN,CN,AS,Subtropical
3007,1992,Argentina,502094.0,ARG,AR,SA,Subtropical
3008,1992,Australia,199099.0,AUS,AU,OC,Subtropical
3009,1992,Australia,530868.0,AUS,AU,OC,Subtropical
3010,1992,Australia,2896694.0,AUS,AU,OC,Subtropical
3016,1992,Bahamas (the),482782.0,BHS,BS,NA,Subtropical
3025,1992,Chile,231736.0,CHL,CL,SA,Subtropical
3028,1992,China,328292.0,CHN,CN,AS,Subtropical
3029,1992,China,281945.0,CHN,CN,AS,Subtropical
3030,1992,China,146766.0,CHN,CN,AS,Subtropical
3031,1992,China,6566.0,CHN,CN,AS,Subtropical
3032,1992,China,820730.0,CHN,CN,AS,Subtropical
3033,1992,China,102736.0,CHN,CN,AS,Subtropical
3035,1992,China,132669.0,CHN,CN,AS,Subtropical
3036,1992,China,212424.0,CHN,CN,AS,Subtropical
3042,1992,Algeria,1738.0,DZA,DZ,AF,Subtropical
3051,1993,Argentina,750305.0,ARG,AR,SA,Subtropical
3052,1993,Argentina,1125458.0,ARG,AR,SA,Subtropical
3053,1993,Argentina,93788.0,ARG,AR,SA,Subtropical
3054,1993,Argentina,172570.0,ARG,AR,SA,Subtropical
3056,1993,Australia,8629.0,AUS,AU,OC,Subtropical
3077,1993,Chile,63776.0,CHL,CL,SA,Subtropical
3079,1993,China,165067.0,CHN,CN,AS,Subtropical
3080,1993,China,76906.0,CHN,CN,AS,Subtropical
3084,1993,China,50646.0,CHN,CN,AS,Subtropical
3086,1993,China,813931.0,CHN,CN,AS,Subtropical
3088,1993,China,412049.0,CHN,CN,AS,Subtropical
3089,1993,China,23653.0,CHN,CN,AS,Subtropical
3090,1993,China,494583.0,CHN,CN,AS,Subtropical
3091,1993,China,537162.0,CHN,CN,AS,Subtropical
3092,1993,China,29806.0,CHN,CN,AS,Subtropical
3093,1993,China,13843.0,CHN,CN,AS,Subtropical
3094,1993,China,11369004.0,CHN,CN,AS,Subtropical
3111,1994,Australia,274215.0,AUS,AU,OC,Subtropical
3113,1994,Bangladesh,228512.0,BGD,BD,AS,Subtropical
3114,1994,Bangladesh,4570.0,BGD,BD,AS,Subtropical
3119,1994,China,9981410.0,CHN,CN,AS,Subtropical
3120,1994,China,3308856.0,CHN,CN,AS,Subtropical
3121,1994,China,1279668.0,CHN,CN,AS,Subtropical
3122,1994,China,365619.0,CHN,CN,AS,Subtropical
3158,1989,Iran (Islamic Republic of),4372.0,IRN,IR,AS,Subtropical
3164,1989,Korea (the Republic of),385798.0,KOR,KR,AS,Subtropical
3168,1989,Mexico,181861.0,MEX,MX,NA,Subtropical
3198,1990,Mexico,91251.0,MEX,MX,NA,Subtropical
3199,1990,Greece,2073880.0,GRC,GR,EU,Subtropical
3249,1990,Iran (Islamic Republic of),160518.0,IRN,IR,AS,Subtropical
3254,1990,Japan,26960.0,JPN,JP,AS,Subtropical
3255,1990,Japan,3525596.0,JPN,JP,AS,Subtropical
3256,1990,Japan,8295520.0,JPN,JP,AS,Subtropical
3259,1990,Korea (the Republic of),78807.0,KOR,KR,AS,Subtropical
3261,1990,Korea (the Republic of),12443.0,KOR,KR,AS,Subtropical
3273,1990,Mexico,188101.0,MEX,MX,NA,Subtropical
3308,1991,Korea (the Republic of),208910.0,KOR,KR,AS,Subtropical
3335,1991,Iran (Islamic Republic of),55709.0,IRN,IR,AS,Subtropical
3336,1991,Iran (Islamic Republic of),803806.0,IRN,IR,AS,Subtropical
3337,1991,Iran (Islamic Republic of),2785.0,IRN,IR,AS,Subtropical
3343,1991,Japan,9948.0,JPN,JP,AS,Subtropical
3344,1991,Japan,162154.0,JPN,JP,AS,Subtropical
3347,1991,Japan,19896200.0,JPN,JP,AS,Subtropical
